NAME,NSECode,Industry
BARON INFOTECH LTD.,BARONINF,Computers - Software - Medium / Small
IZMO LIMITED,IZMO,Computers - Software - Medium / Small
B2B SOFTWARE TECHNOLOGIES LTD.,B2BSOFT,Computers - Software - Medium / Small
PERSISTENT SYSTEMS LTD.,PERSISTENT,Computers - Software - Medium / Small
I-POWER SOLUTIONS INDIA LTD.,IPOWER,Computers - Software - Medium / Small
INTENSE TECHNOLOGIES LTD.,INTENTECH,Computers - Software - Medium / Small
CRESSANDA SOLUTIONS LTD.,CRESSAN,Computers - Software - Medium / Small
CYIENT LIMITED,CYIENT,Computers - Software - Medium / Small
IRIS BUSINESS SERVICES LTD,IRIS,Computers - Software - Medium / Small
ONWARD TECHNOLOGIES LTD.,ONWARDTEC,Computers - Software - Medium / Small
INTELLECT DESIGN ARENA LTD,INTELLECT,Computers - Software - Medium / Small
COSYN LTD,COSYN,Computers - Software - Medium / Small
QUICK HEAL TECHNOLOGIES LTD,QUICKHEAL,Computers - Software - Medium / Small
ODYSSEY TECHNOLOGIES LTD.,ODYSSEY,Computers - Software - Medium / Small
ORACLE FINANCIAL SERVICES SOFTWARE LTD.,OFSS,Computers - Software - Medium / Small
Newjaisa Technologies Ltd,NEWJAISA,Computers Hardware & Equipments
Netweb Technologies India Ltd,NETWEB,Computers Hardware & Equipments
TULIVE DEVELOPERS LIMITED,TULIVE,Construction
KNR CONSTRUCTIONS LTD.,KNRCON,Construction
PRIME PROPERTY DEVELOPMENT CORPORATION LTD.,PRIMEPRO,Construction
PSP PROJECTS LTD,PSPPROJECT,Construction
KRISHNA VENTURES LIMITED,KRISHNA,Construction
INDIABULLS REAL ESTATE LTD.,IBREALEST,Construction
SHREE PRECOATED STEELS LTD.,SPSL,Construction
MODULEX CONSTRUCTION TECHNOLOGIES LTD,MODULEX,Construction
VEER GLOBAL INFRACONSTRUCTION LTD,VGIL,Construction
VICTORIA MILLS LTD.,VICTMILL,Construction
IRCON INTERNATIONAL LTD,IRCON,Construction
THE PHOENIX MILLS LTD,PHOENIXLTD,Construction
MEGA NIRMAN AND INDUSTRIES LTD,MNIL,Construction
WARDWIZARD INNOVATIONS & MOBILITY LTD,WARDINMOBI,Construction
MAN INFRACONSTRUCTION LTD.,MANINFRA,Construction
MAHINDRA LIFESPACE DEVELOPERS LTD.,MAHLIFE,Construction
MACROTECH DEVELOPERS LTD,LODHA,Construction
VARIMAN GLOBAL ENTERPRISES LTD,VARIMAN,Construction
VKJ INFRADEVELOPERS LTD,VKJINFRA,Construction
GANESH HOUSING CORPORATION LTD.,GANESHHOUC,Construction
TCI DEVELOPERS LTD.,TCIDEVELOP,Construction
SHREESHAY ENGINEERS LTD,SHREESHAY,Construction
HEMISPHERE PROPERTIES INDIA LTD,HEMIPROP,Construction
OBEROI REALTY LTD.,OBEROIRLTY,Construction
NIRAJ CEMENT STRUCTURALS LTD.,NIRAJ,Construction
SANMIT INFRA LIMITED,SANINFRA,Construction
K&R RAIL ENGINEERING LTD,KRRAIL,Construction
STEEL STRIPS INFRASTRUCTURES LTD.,STLSTRINF,Construction
SAM INDUSTRIES LTD.,SAMINDUS,Construction
SUNTECK REALTY LTD.,SUNTECK,Construction
SALASAR EXTERIOR,SECL,Construction
NCC LIMITED,NCC,Construction
SUPREME HOLDINGS & HOSPITALITY (INDIA) LTD.,SUPREME,Construction
KINGS INFRA VENTURES LIMITED,KINGSINFR,Construction
RAJESWARI INFRASTRUCTURE LIMITED,RAJINFRA,Construction
SVP HOUSING LTD,SVPHOUSING,Construction
NBCC (INDIA) LTD,NBCC,Construction
JANUS CORPORATION LTD,JANUSCORP,Construction
KARDA CONSTRUCTIONS LTD,KARDA,Construction
PARLE INDUSTRIES LTD,PARLEIND,Construction
TARMAT LTD,TARMAT,Construction
GIRIRAJ CIVIL,GIRIRAJ,Construction
KCL INFRA PROJECTS LTD,KCLINFRA,Construction
RUDRABHISH. ENT.,REPL,Construction
NARENDRA PROPERTIES LTD.,NARPROP,Construction
SHERVANI INDUSTRIAL SYNDICATE LTD.,SHERVANI,Construction
TATIA GLOBAL VENNTURE LTD.,TATIAGLOB,Construction
SURATWWALA BUSINESS GROUP LTD,SBGLP,Construction
RAP MEDIA LTD.,RAP,Construction
LIKHITHA INFRASTRUCTURE LTD,LIKHITHA,Construction
ELPRO INTERNATIONAL LTD.,ELPROINTL,Construction
CRANE INFRASTRUCTURE LTD,CRANEINFRA,Construction
ADVAIT INFRATECH LTD,ADVAIT,Construction
COUNTRY CONDO'S LTD.,COUNCODOS,Construction
ART NIRMAN LTD,ARTNIRMAN,Construction
ELDECO HOUSING & INDUSTRIES LTD.,ELDEHSG,Construction
COROMANDEL ENGINEERING COMPANY LTD.,COROENGG,Construction
ATAL REALTECH,ATALREAL,Construction
BHAGYANAGAR PROPERTIES LTD,BHAGYAPROP,Construction
CONART ENGINEERS LTD.,CONART,Construction
ARVIND SMARTSPACES LTD,ARVSMART,Construction
BSEL INFRASTRUCTURE REALTY LTD.,BSELINFRA,Construction
AGI INFRA LTD,AGIIL,Construction
CROISSANCE LTD,CROISSANCE,Construction
ASHIANA HOUSING LTD.,ASHIANA,Construction
DLF LTD.,DLF,Construction
ANANT RAJ LIMITED,ANANTRAJ,Construction
ALPINE HOUSING DEVELOPMENT CORPORATION LTD.,ALPINEHOU,Construction
DIGGI MULTITRADE LTD,DML,Construction
AMJ LAND HOLDINGS LTD,AMJLAND,Construction
CAPACITE INFRAPROJECTS LTD,CAPACITE,Construction
AHLUWALIA CONTRACTS (INDIA) LTD.,AHLUCONT,Construction
ANUBHAV INFRASTRUCTURE LTD,ANUBHAV,Construction
Sri Krishna Constructions (India) Ltd,SKC,Construction - Real Estate
PDS Limited,PDSL,Consumer / Cyclical
Jullundur Motor Agency (Delhi) Limited,JMA,Consumer / Cyclical
Foce India Limited,FOCE,Consumer / Cyclical
ZF Commercial Vehicle Control Systems India Limited,ZFCVINDIA,Consumer / Cyclical
Euro Panel Products Limited,EUROBOND,Consumer / Cyclical
Shigan Quantum Technologies Limited,SHIGAN,Consumer / Cyclical
KN Agri Resources Limited,KNAGRI,Consumer / Non-Cyclical
Kothari Sugars And Chemicals Limited,KOTARISUG,Consumer / Non-Cyclical
Digjam Limited,DIGJAMLMTD,Consumer Cyclical
IKIO Lighting Ltd,IKIO,Consumer Electronics
SAMTEL INDIA LTD.,SAMTELIN,Consumer Electronics
Kundan Edifice Ltd,KEL,Consumer Electronics
Arham Technologies Ltd,ARHAM,Consumer Electronics
Raj Oil Mills Limited,ROML,Consumer/Non-Cyclical
GATI LTD.,GATI,Couriers
TCI EXPRESS LTD,TCIEXP,Couriers
BLUE DART EXPRESS LTD.,BLUEDART,Couriers
TUBE INVESTMENTS OF INDIA LTD,TIINDIA,Cycles And Accessories
Paras Defence and Space Technologies Limited,PARAS,DEFENCE
CREATIVE NEWTECH LIMITED,CREATIVE,DIVERSIFIED RETAIL
Tracxn Technologies Ltd,TRACXN,Data Processing Services
Data Patterns (India) Ltd,DATAPATTNS,Defence
KFin Technologies Ltd,KFINTECH,"Depositories, Clearing Houses and Other Intermediaries"
HIPOLIN LTD.,HIPOLIN,Detergents / Intermediates
GALAXY SURFACTANTS LTD,GALAXYSURF,Detergents / Intermediates
PEE CEE COSMA SOPE LTD.,PCCOSMA,Detergents / Intermediates
GAUTAM GEMS LTD,GGL,Diamond Cutting / Jewellery
PATDIAM JEWELLERY LTD,PJL,Diamond Cutting / Jewellery
VAIBHAV GLOBAL LTD,VAIBHAVGBL,Diamond Cutting / Jewellery
RADHIKA JEWELTECH LTD,RADHIKAJWE,Diamond Cutting / Jewellery
DARSHAN ORNA LTD,DARSHANORNA,Diamond Cutting / Jewellery
KANANI INDUSTRIES LTD.,KANANIIND,Diamond Cutting / Jewellery
SHEETAL DIAMONDS LTD.,SHEETAL,Diamond Cutting / Jewellery
THANGAMAYIL JEWELLERY LTD,THANGAMAYL,Diamond Cutting / Jewellery
ASHAPURI GOLD ORNAMENT LTD,AGOL,Diamond Cutting / Jewellery
STARLINEPS ENTERPRISES LTD,STARLENT,Diamond Cutting / Jewellery
SAGAR DIAMONDS LTD,SAGAR,Diamond Cutting / Jewellery
BHAKTI GEMS AND JEWELLERY LTD,BGJL,Diamond Cutting / Jewellery
ZODIAC-JRD-MKJ LTD.,ZODJRDMKJ,Diamond Cutting / Jewellery
SM GOLD LTD,SMGOLD,Diamond Cutting / Jewellery
TITAN COMPANY LIMITED,TITAN,Diamond Cutting / Jewellery
UDAY JEWELLERY INDUSTRIES LTD,UDAYJEW,Diamond Cutting / Jewellery
U. H. ZAVERI LTD,UHZAVERI,Diamond Cutting / Jewellery
ATLAS JEWELLERY INDIA LIMITED,AJIL,Diamond Cutting / Jewellery
RAJESH EXPORTS LTD.,RAJESHEXPO,Diamond Cutting / Jewellery
QUESS CORP LTD,QUESS,Diversified - Large
BALMER LAWRIE & CO.LTD.,BALMLAWRIE,Diversified - Large
ANDREW YULE & COMPANY LTD.,ANDREWYU,Diversified - Medium / Small
ANDHRA SUGARS LTD.,ANDHRSUGAR,Diversified - Medium / Small
DCM SHRIRAM LIMITED,DCMSHRIRAM,Diversified - Mega
Johnson Pharmacare Ltd,JOHNPHARMA,Diversified Commercial Services
CAPRICORN SYSTEMS GLOBAL SOLUTIONS LTD.,CAPRICORN,Diversified Commercial Services
Updater Services Ltd,UDS,Diversified Commercial Services
TRIDHYA TECH LIMITED,TRIDHYA,Diversified Commercial Services
Kontor Space Ltd,KONTOR,Diversified Commercial Services
Anlon Technology Solutions Ltd,ANLON,Diversified Commercial Services
Spectrum Talent Management Ltd,SPECTSTM,Diversified Commercial Services
INFOLLION RESEARCH SERVICES LIMITED,INFOLLION,Diversified Commercial Services
RBM Infracon Ltd,RBMINFRA,Diversified Commercial Services
Service Care Ltd,SERVICE,Diversified Commercial Services
SIMPLEX TRADING & AGENCIES LTD.,SMPLXTR,Diversified Commercial Services
Radiant Cash Management Services Ltd,RADIANTCMS,Diversified Commercial Services
On Door Concepts Ltd,ONDOOR,Diversified Retail
Alexander Stamps And Coin Ltd,ALEXANDER,Diversified.
DHP INDIA LTD.,DHPIND,Domestic Appliances
SYMPHONY LIMITED,SYMPHONY,Domestic Appliances
GORANI INDUSTRIES LTD.,GORANIN,Domestic Appliances
HAWKINS COOKERS LTD.,HAWKINCOOK,Domestic Appliances
WHIRLPOOL OF INDIA LTD.,WHIRLPOOL,Domestic Appliances
STOVE KRAFT LTD,STOVEKRAFT,Domestic Appliances
ORIENT ELECTRIC LTD,ORIENTELEC,Domestic Appliances
BUTTERFLY GANDHIMATHI APPLIANCES LTD,BUTTERFLY,Domestic Appliances
TTK PRESTIGE LTD.,TTKPRESTIG,Domestic Appliances
BAJAJ ELECTRICALS LTD.,BAJAJELEC,Domestic Appliances
INFLAME APPLIANCES LTD,INFLAME,Domestic Appliances
IFB INDUSTRIES LTD.,IFBIND,Domestic Appliances
PANASONIC ENERGY INDIA COMPANY LTD.,PANAENERG,Dry Cells
EVEREADY INDUSTRIES INDIA LTD.,EVEREADY,Dry Cells
HBL POWER SYSTEMS LTD.,HBLPOWER,Dry Cells
SUDARSHAN CHEMICAL INDUSTRIES LTD.,SUDARSCHEM,Dyes And Pigments
VIPUL ORGANICS LTD,VIPULORG,Dyes And Pigments
INDO EURO INDCHEM LTD.,INDOEURO,Dyes And Pigments
ULTRAMARINE & PIGMENTS LTD.,ULTRAMAR,Dyes And Pigments
AMAL LTD.,AMAL,Dyes And Pigments
PRATIKSHA CHEMICALS LTD.,PRATIKSH,Dyes And Pigments
ISHAN DYES & CHEMICALS LTD.,ISHANCH,Dyes And Pigments
Heubach Colorants India Ltd,HEUBACHIND,Dyes And Pigments
VIVID GLOBAL INDUSTRIES LTD.,VIVIDIND,Dyes And Pigments
BHAGERIA INDUSTRIES LTD,BHAGERIA,Dyes And Pigments
SADHANA NITROCHEM LTD.,SADHNANIQ,Dyes And Pigments
DYNEMIC PRODUCTS LTD.,DYNPRO,Dyes And Pigments
Yasons Chemex Care Ltd,YCCL,Dyes And Pigments
ATUL LTD.,ATUL,Dyes And Pigments
JAYSYNTH DYESTUFF (INDIA) LTD.,JAYSYN,Dyes And Pigments
POLSON LTD.,POLSON,Dyes And Pigments
HINDPRAKASH INDU,HPIL,Dyes And Pigments
GENERIC PHARMASEC LTD,GENPHARMA,Dyes And Pigments
MAHICKRA CHEM.,MAHICKRA,Dyes And Pigments
INDOKEM LTD.,INDOKEM,Dyes And Pigments
KIRI INDUSTRIES LTD.,KIRIINDUS,Dyes And Pigments
SHREE PUSHKAR CHEMICALS & FERTILISERS LTD,SHREEPUSHK,Dyes And Pigments
CAMEX LTD.,CAMEXLTD,Dyes And Pigments
SHREYAS INTERMEDIATES LTD.,SHREYASI,Dyes And Pigments
INDIAN TONERS & DEVELOPERS LTD.,INDTONER,Dyes And Pigments
AKSHARCHEM (INDIA) LTD.,AKSHARCHEM,Dyes And Pigments
VIDHI SPECIALTY FOOD INGREDIENTS LTD,VIDHIING,Dyes And Pigments
Veranda Learning Solutions Ltd,VERANDA,E-Learning
M K PROTEINS LIMITED,MKPL,Edible Oil
Patanjali Foods Ltd,PATANJALI,Edible Oil
Superior Industrial Enterprises Limited,SIEL,Edible Oil
Adani Wilmar Ltd,AWL,Edible Oils
Sylph Education Solutions Ltd,SESL,Education
Vinsys IT Services India Ltd,VINSYS,Education
Arihant Institute Ltd,ARIHANTINS,Education
NIIT Learning Systems Ltd,NIITMTS,Education
MARINE ELECTRIC.,MARINE,Electric Equipment
SCHNEIDER ELECTRIC INFRASTRUCTURE LTD.,SCHNEIDER,Electric Equipment
VOLTAMP TRANSFORMERS LTD.,VOLTAMP,Electric Equipment
T D POWER SYSTEMS LTD.,TDPOWERSYS,Electric Equipment
REXNORD ELECTRONICS & CONTROLS LTD.,REXNORD,Electric Equipment
FOCUS LIGHTING,FOCUS,Electric Equipment
BHARAT BIJLEE LTD.,BBL,Electric Equipment
SHILCHAR TECHNOLOGIES LTD.,SHILCTECH,Electric Equipment
KAYCEE INDUSTRIES LTD.,KAYCEEI,Electric Equipment
HIGH ENERGY BATTERIES (INDIA) LTD.,HIGHENE,Electric Equipment
ABB INDIA LIMITED,ABB,Electric Equipment
ABB POWER PRODUCTS AND SYSTEMS INDIA LTD,POWERINDIA,Electric Equipment
TAYLORMADE RENEWABLES LTD,TRL,Electric Equipment
CROMPTON GREAVES CONSUMER ELECTRICALS LTD,CROMPTON,Electric Equipment
RMC SWITCHGEARS LTD,RMC,Electric Equipment
GE T&D INDIA LTD,GET&D,Electric Equipment
MODERN INSULATORS LTD.,MODINSU,Electric Equipment
MODISON LTD.,MODISONLTD,Electric Equipment
SERVOTECH POWER,SERVOTECH,Electric Equipment
HONDA INDIA POWER PRODUCTS LTD,HONDAPOWER,Electric Equipment
ARTEMIS ELECTRICALS LTD,ARTEMISELC,Electric Equipment
APAR INDUSTRIES LTD.,APARINDS,Electric Equipment
SIEMENS LTD.,SIEMENS,Electric Equipment
INDO TECH TRANSFORMERS LTD.,INDOTECH,Electric Equipment
V-GUARD INDUSTRIES LTD.,VGUARD,Electric Equipment
EPIC ENERGY LTD.,EPIC,Electric Equipment
GTV ENGINEERING LTD,GTV,Electric Equipment
SPECTRUM ELECTR.,SPECTRUM,Electric Equipment
AMBA ENTERPRISES LTD,AEL,Electric Equipment
CG POWER AND INDUSTRIAL SOLUTIONS LTD,CGPOWER,Electric Equipment
SUZLON ENERGY LTD.,SUZLON,Electric Equipment
VETO SWITCHGEARS AND CABLES LTD,VETO,Electric Equipment
AARTECH SOLONICS LTD,AARTECH,Electric Equipment
MARSONS LIMITED,MARSONS,Electric Equipment
SURANA SOLAR LIMITED,SURANASOL,Electric Equipment
HAVELLS INDIA LTD.,HAVELLS,Electric Equipment
GOLDSTAR POWER,GOLDSTAR,Electric Equipment
KLK ELECTRICAL LTD,KLKELEC,Electric Equipment
TRIVENI TURBINE LTD.,TRITURBINE,Electric Equipment
Insolation Energy Ltd,INA,Electric Utilities
HEG LTD.,HEG,Electrodes - Graphites
GRAPHITE INDIA LTD.,GRAPHITE,Electrodes - Graphites
RASI ELECTRODES LTD.,RASIELEC,Electrodes - Welding Equipment
ADOR WELDING LTD.,ADORWELD,Electrodes - Welding Equipment
MAHAVIR INDUSTRIES LIMITED,MAHAVIRIND,Electrodes - Welding Equipment
ADOR FONTECH LTD.,ADORFO,Electrodes - Welding Equipment
ESAB INDIA LTD.,ESABINDIA,Electrodes - Welding Equipment
Samvardhana Motherson International Limited,MOTHERSON,Electronic
LINAKS MICROELECTRONICS LTD.,LINAKS,Electronic Components
HONEYWELL AUTOMATION INDIA LTD.,HONAUT,Electronics - Components
INCAP LTD.,INCAP,Electronics - Components
BCC FUBA INDIA LTD.,BCCFUBA,Electronics - Components
BHARAT ELECTRONICS LTD.,BEL,Electronics - Components
PG ELECTROPLAST LTD.,PGEL,Electronics - Components
NITIRAJ ENGINEER,NITIRAJ,Electronics - Components
PERMANENT MAGNETS LTD.,PERMAGN,Electronics - Components
RUTTONSHA INTERNATIONAL RECTIFIER LTD.,RIR,Electronics - Components
PULZ ELECTRONICS,PULZ,Electronics - Components
SPEL SEMICONDUCTOR LTD.,SPELS,Electronics - Components
SHIVALIK BIMETAL CONTROLS LTD.,SBCL,Electronics - Components
COSMO FERRITES LTD.,COSMOFE,Electronics - Components
GENUS POWER INFRASTRUCTURES LTD.,GENUSPOWER,Electronics - Components
GUJARAT POLY ELECTRONICS LTD,GUJARATPOLY,Electronics - Components
HIND RECTIFIERS LTD.,HIRECT,Electronics - Components
AMBER ENTERPRISES INDIA LTD,AMBER,Electronics - Components
MIRC ELECTRONICS LTD.,MIRCELECTR,Electronics - Consumer
DIXON TECHNOLOGIES (INDIA) LTD,DIXON,Electronics - Consumer
CALCOM VISION LTD.,CALCOM,Electronics - Consumer
BPL LTD.,BPL,Electronics - Consumer
SIKA INTERPLANT SYSTEMS LTD.,SIKA,Engineering
SINGER INDIA LTD.,SINGER,Engineering
BEML LTD.,BEML,Engineering
MACPOWER CNC,MACPOWER,Engineering
POLYMECHPLAST MACHINES LTD.,POLYCHMP,Engineering
BEMCO HYDRAULICS LTD.,BEMHY,Engineering
MAZDA LTD.,MAZDA,Engineering
RAJOO ENGINEERS LTD.,RAJOOENG,Engineering
CENLUB INDUSTRIES LTD.,CENLUB,Engineering
LOYAL EQUIPMENTS LTD,LOYAL,Engineering
SOLITAIRE MACHINE TOOLS LTD.,SOLIMAC,Engineering
BALU FORGE INDUSTRIES LTD,BALUFORGE,Engineering
RAPICUT CARBIDES LTD.,RAPICUT,Engineering
KILBURN ENGINEERING LTD.,KLBRENG-B,Engineering
THE ANUP ENGINEERING LTD,ANUP,Engineering
INTERNATIONAL CONVEYORS LTD.,INTLCONV,Engineering
THEJO ENGG.,THEJO,Engineering
THERMAX,THERMAX,Engineering
MTAR TECHNOLOGIES LTD,MTARTECH,Engineering
JASH ENGINEERING,JASH,Engineering
JOHN COCKERILL INDIA LTD,COCKERILL,Engineering
MOLD-TEK TECHNOLOGIES LTD.,MOLDTECH,Engineering
JOST'S ENGINEERING CO.LTD.,JOSTS,Engineering
INTERNATIONAL COMBUSTION (INDIA) LTD.,INTLCOMBQ,Engineering
BIRLA PRECISION TECHNOLOGIES LTD.,BIRLAPREC,Engineering
KABRA EXTRUSIONTECHNIK LTD.,KABRAEXTRU,Engineering
MISQUITA ENGINEERING LTD,MISQUITA,Engineering
BHARAT DYNAMICS LTD,BDL,Engineering
ISGEC HEAVY ENGINEERING LTD,ISGEC,Engineering
TANEJA AEROSPACE & AVIATION LTD.,TANAA,Engineering
KENNAMETAL INDIA LTD.,KENNAMET,Engineering
ION EXCHANGE (INDIA) LTD.,IONEXCHANG,Engineering
LATTEYS INDUSTRI,LATTEYS,Engineering
AFFORDABLE ROBOTIC & AUTOMATION LTD,AFFORDABLE,Engineering
ENVAIR ELECTRODYNE LTD.,ENVAIREL,Engineering
UNITED DRILLING TOOLS LTD.,UNIDT,Engineering
ICE MAKE REFRIG.,ICEMAKE,Engineering
INCON ENGINEERS LTD.,INCON,Engineering
VA TECH WABAG LTD.,WABAG,Engineering
EMKAY TAPS & CUT,EMKAYTOOLS,Engineering
HMT LTD.,HMT,Engineering
HLE GLASCOAT LTD,HLEGLAS,Engineering
ELECON ENGINEERING CO.LTD.,ELECON,Engineering
FELIX INDUSTRIES,FELIX,Engineering
DEBOCK SALES,DSML,Engineering
DE NORA INDIA LTD.,DENORA,Engineering
WINDSOR MACHINES LTD.,WINDMACHIN,Engineering
VELJAN DENISON LIMITED,VELJAN,Engineering
ACROW INDIA LTD.,ACROW,Engineering
ACTION CONSTRUCTION EQUIPMENT LTD.,ACE,Engineering
FLUIDOMAT LTD.,FLUIDOM,Engineering
AARON INDUSTRIES,AARON,Engineering
YUKEN INDIA LTD.,YUKEN,Engineering
HERCULES HOISTS LTD.,HERCULES,Engineering
EIMCO ELECON (INDIA) LTD.,EIMCOELECO,Engineering
GMM PFAUDLER LTD.,GMMPFAUDLR,Engineering
GUJARAT TOOLROOM LTD.,GUJTLRM,Engineering
FILTRA CONSULTANTS AND ENGINEERS LTD,FILTRA,Engineering
DISA INDIA LTD.,DISAQ,Engineering
BRADY & MORRIS ENGINEERING CO.LTD.,BRADYM,Engineering
BCPL RAILWAY INFRASTRUCTURE LTD,BCPL,Engineering - Turnkey Services
GE POWER INDIA LTD,GEPIL,Engineering - Turnkey Services
RAUNAQ EPC INTERNATIONAL LTD,RAUNAQEPC,Engineering - Turnkey Services
SANGHVI MOVERS LTD.,SANGHVIMOV,Engineering - Turnkey Services
ENGINEERS INDIA LTD.,ENGINERSIN,Engineering - Turnkey Services
MSR INDIA LTD.,MSRINDIA,Engineering - Turnkey Services
ARTSON ENGINEERING LTD.,ARTSONEN,Engineering - Turnkey Services
HFCL LTD,HFCL,Engineering - Turnkey Services
RITES LTD,RITES,Engineering - Turnkey Services
ANI INTEGRATED,AISL,Engineering - Turnkey Services
TECHNO ELECTRIC & ENGINEERING COMPANY LTD,TECHNOE,Engineering - Turnkey Services
POWER MECH PROJECTS LTD,POWERMECH,Engineering - Turnkey Services
TRANSWIND INFRA.,TRANSWIND,Engineering - Turnkey Services
G G ENGINEERING LTD,GGENG,Engines
CUMMINS INDIA LTD.,CUMMINSIND,Engines
SWARAJ ENGINES LTD.,SWARAJENG,Engines
GREAVES COTTON LTD.,GREAVESCOT,Engines
DSJ KEEP LEARNING LTD,KEEPLEARN,Entertainment / Electronic Media Software
NEW DELHI TELEVISION LTD.,NDTV,Entertainment / Electronic Media Software
HINDUSTAN MEDIA VENTURES LTD.,HMVL,Entertainment / Electronic Media Software
MEDIA MATRIX WORLDWIDE LTD.,MMWL,Entertainment / Electronic Media Software
JUMP NETWORKS LTD,JUMPNET,Entertainment / Electronic Media Software
Oscar Global Ltd,OSCARGLO,FMCG leather Apparels & Acces.
STERLING TOOLS LTD.,STERTOOLS,Fasteners
SUNDRAM FASTENERS LTD.,SUNDRMFAST,Fasteners
GUJARAT NARMADA VALLEY FERTILIZERS & CHEMICALS LTD.,GNFC,Fertilizers
GUJARAT STATE FERTILIZERS & CHEMICALS LTD.,GSFC,Fertilizers
RAMA PHOSPHATES LTD.,RAMAPHO,Fertilizers
BOHRA INDUSTRIES,BOHRA,Fertilizers
BHARAT AGRI FERT & REALTY LTD.,BHARATAGRI,Fertilizers
COROMANDEL INTERNATIONAL LTD.,COROMANDEL,Fertilizers
MB AGRO PROD.,MBAPL,Fertilizers
FERTILIZERS & CHEMICALS TRAVANCORE LTD.,FACT,Fertilizers
CHAMBAL FERTILISERS & CHEMICALS LTD.,CHAMBLFERT,Fertilizers
MADHYA BHARAT AGRO PRODUCTS LIMITED,MBAPL,Fertilizers & Agrochemicals
GFL LTD,GFLLIMITED,Finance & Investments
AMRADEEP INDUSTRIES LTD.,AMARDEE,Finance & Investments
DELPHI WORLD MONEY LTD,DELPHIFX,Finance & Investments
SASTASUNDAR VENTURES LTD,SASTASUNDR,Finance & Investments
TAMBOLI CAPITAL LTD.,TAMBOLI,Finance & Investments
ODYSSEY CORPORATION LTD.,ODYCORP,Finance & Investments
ADITYA BIRLA CAPITAL LTD,ABCAPITAL,Finance & Investments
J. TAPARIA PROJECTS LTD,JTAPARIA,Finance & Investments
ROSELABS FINANCE LTD.,ROSELABS,Finance & Investments
BALMER LAWRIE INVESTMENTS LTD.,BLIL,Finance & Investments
MOS Utility Ltd,MOS,Financial Technology (Fintech)
Medplus Health Services Ltd,MEDPLUS,Food & Drugs Retailing
SABOO SODIUM CHLORO LTD.,SABOOSOD,Food - Processing - Indian
DFM FOODS LTD.,DFMFOODS,Food - Processing - Indian
MRS. BECTORS FOOD SPECIALITIES LTD,BECTORFOOD,Food - Processing - Indian
LOTUS CHOCOLATE CO.LTD.,LOTUSCHO,Food - Processing - Indian
ZYDUS WELLNESS LTD.,ZYDUSWELL,Food - Processing - Indian
ADF FOODS LTD.,ADFFOODS,Food - Processing - Indian
MISHTANN FOODS LTD,MISHTANN,Food - Processing - Indian
SHAH FOODS LTD.,SHAHFOOD,Food - Processing - Indian
TASTY BITE EATABLES LTD.,TASTYBITE,Food - Processing - Indian
CHAMAN LAL SETIA EXPORTS LTD.,CLSEL,Food - Processing - Indian
HATSUN AGRO PRODUCT LTD.,HATSUN,Food - Processing - Indian
SUPER BAKERS (INDIA) LTD.,SUPERBAK,Food - Processing - Indian
DANGEE DUMS,DANGEE,Food - Processing - Indian
UMANG DAIRIES LTD.,UMANGDAIRY,Food - Processing - Indian
PRATAAP SNACKS LTD,DIAMONDYD,Food - Processing - Indian
UNIQUE ORGANICS LTD.,UNIQUEO,Food - Processing - Indian
MADHUR INDUSTRIES LTD.,MADHURIND,Food - Processing - Indian
HERITAGE FOODS LIMITED,HERITGFOOD,Food - Processing - Indian
ANJANI FOODS LTD,ANJANIFOODS,Food - Processing - Indian
GODREJ AGROVET LTD,GODREJAGRO,Food - Processing - Indian
SHEETAL COOL PRODUCTS LTD,SCPL,Food - Processing - Indian
OCEANIC FOODS LTD,OCEANIC,Food - Processing - Indian
DODLA DAIRY LTD,DODLA,Food - Processing - Indian
GRM OVERSEAS LTD.,GRMOVER,Food - Processing - Indian
SAPTARISHI AGRO INDUSTRIES LTD.,SPTRSHI,Food - Processing - Indian
DECCAN HEALTH CARE LTD,DECCAN,Food - Processing - Indian
HIMALAYA FOOD INTERNATIONAL LTD,HFIL,Food - Processing - Indian
R.T.EXPORTS LTD.,RTEXPO,Food - Processing - Indian
NAKODA GROUP OF INDUSTRIES LTD,NGIL,Food - Processing - Indian
KSE LTD.,KSE,Food - Processing - Indian
VADILAL INDUSTRIES LTD.,VADILALIND,Food - Processing - Indian
FRESHTROP FRUITS LTD.,FRSHTRP,Food - Processing - Indian
EURO INDIA FRESH,EIFFL,Food - Processing - Indian
AVANTI FEEDS LTD.,AVANTIFEED,Food - Processing - Indian
HINDUSTAN FOODS LTD.,HNDFDS,Food - Processing - Indian
CHOTHANI FOODS LTD,CHOTHANI,Food - Processing - Indian
KRBL LTD.,KRBL,Food - Processing - Indian
CHORDIA FOOD PRODUCTS LTD.,CHORDIA,Food - Processing - Indian
VIRAT CRANE INDUSTRIES LTD.,VIRATCRA,Food - Processing - Indian
OVOBEL FOODS LTD.,OVOBELE,Food - Processing - Indian
SPECTRUM FOODS LTD.,SPECFOOD,Food - Processing - Indian
VARUN BEVERAGES LTD,VBL,Food - Processing - Indian
BRITANNIA INDUSTRIES LTD.,BRITANNIA,Food - Processing - MNC
NESTLE INDIA LTD.,NESTLEIND,Food - Processing - MNC
JUBILANT FOODWORKS LTD,JUBLFOOD,Food - Processing - MNC
CAMPUS ACTIVEWEAR LIMITED,CAMPUS,Footwear
