NAME,NSECode,Industry
HMT LTD.,HMT,Engineering
HLE GLASCOAT LTD,HLEGLAS,Engineering
ELECON ENGINEERING CO.LTD.,ELECON,Engineering
DE NORA INDIA LTD.,DENORA,Engineering
WINDSOR MACHINES LTD.,WINDMACHIN,Engineering
ACTION CONSTRUCTION EQUIPMENT LTD.,ACE,Engineering
AARON INDUSTRIES,AARON,Engineering
YUKEN INDIA LTD.,YUKEN,Engineering
HERCULES HOISTS LTD.,HERCULES,Engineering
EIMCO ELECON (INDIA) LTD.,EIMCOELECO,Engineering
GMM PFAUDLER LTD.,GMMPFAUDLR,Engineering
GE POWER INDIA LTD,GEPIL,Engineering - Turnkey Services
SANGHVI MOVERS LTD.,SANGHVIMOV,Engineering - Turnkey Services
ENGINEERS INDIA LTD.,ENGINERSIN,Engineering - Turnkey Services
HFCL LTD,HFCL,Engineering - Turnkey Services
RITES LTD,RITES,Engineering - Turnkey Services
TECHNO ELECTRIC & ENGINEERING COMPANY LTD,TECHNOE,Engineering - Turnkey Services
POWER MECH PROJECTS LTD,POWERMECH,Engineering - Turnkey Services
CUMMINS INDIA LTD.,CUMMINSIND,Engines
SWARAJ ENGINES LTD.,SWARAJENG,Engines
GREAVES COTTON LTD.,GREAVESCOT,Engines
DSJ KEEP LEARNING LTD,KEEPLEARN,Entertainment / Electronic Media Software
NEW DELHI TELEVISION LTD.,NDTV,Entertainment / Electronic Media Software
HINDUSTAN MEDIA VENTURES LTD.,HMVL,Entertainment / Electronic Media Software
STERLING TOOLS LTD.,STERTOOLS,Fasteners
SUNDRAM FASTENERS LTD.,SUNDRMFAST,Fasteners
GUJARAT NARMADA VALLEY FERTILIZERS & CHEMICALS LTD.,GNFC,Fertilizers
GUJARAT STATE FERTILIZERS & CHEMICALS LTD.,GSFC,Fertilizers
RAMA PHOSPHATES LTD.,RAMAPHO,Fertilizers
COROMANDEL INTERNATIONAL LTD.,COROMANDEL,Fertilizers
MB AGRO PROD.,MBAPL,Fertilizers
FERTILIZERS & CHEMICALS TRAVANCORE LTD.,FACT,Fertilizers
CHAMBAL FERTILISERS & CHEMICALS LTD.,CHAMBLFERT,Fertilizers
MADHYA BHARAT AGRO PRODUCTS LIMITED,MBAPL,Fertilizers & Agrochemicals
GFL LTD,GFLLIMITED,Finance & Investments
DELPHI WORLD MONEY LTD,DELPHIFX,Finance & Investments
SASTASUNDAR VENTURES LTD,SASTASUNDR,Finance & Investments
ADITYA BIRLA CAPITAL LTD,ABCAPITAL,Finance & Investments
Medplus Health Services Ltd,MEDPLUS,Food & Drugs Retailing
MRS. BECTORS FOOD SPECIALITIES LTD,BECTORFOOD,Food - Processing - Indian
ZYDUS WELLNESS LTD.,ZYDUSWELL,Food - Processing - Indian
ADF FOODS LTD.,ADFFOODS,Food - Processing - Indian
TASTY BITE EATABLES LTD.,TASTYBITE,Food - Processing - Indian
CHAMAN LAL SETIA EXPORTS LTD.,CLSEL,Food - Processing - Indian
HATSUN AGRO PRODUCT LTD.,HATSUN,Food - Processing - Indian
DANGEE DUMS,DANGEE,Food - Processing - Indian
UMANG DAIRIES LTD.,UMANGDAIRY,Food - Processing - Indian
PRATAAP SNACKS LTD,DIAMONDYD,Food - Processing - Indian
HERITAGE FOODS LIMITED,HERITGFOOD,Food - Processing - Indian
GODREJ AGROVET LTD,GODREJAGRO,Food - Processing - Indian
SHEETAL COOL PRODUCTS LTD,SCPL,Food - Processing - Indian
DODLA DAIRY LTD,DODLA,Food - Processing - Indian
GRM OVERSEAS LTD.,GRMOVER,Food - Processing - Indian
NAKODA GROUP OF INDUSTRIES LTD,NGIL,Food - Processing - Indian
VADILAL INDUSTRIES LTD.,VADILALIND,Food - Processing - Indian
EURO INDIA FRESH,EIFFL,Food - Processing - Indian
AVANTI FEEDS LTD.,AVANTIFEED,Food - Processing - Indian
HINDUSTAN FOODS LTD.,HNDFDS,Food - Processing - Indian
KRBL LTD.,KRBL,Food - Processing - Indian
VARUN BEVERAGES LTD,VBL,Food - Processing - Indian
BRITANNIA INDUSTRIES LTD.,BRITANNIA,Food - Processing - MNC
NESTLE INDIA LTD.,NESTLEIND,Food - Processing - MNC
JUBILANT FOODWORKS LTD,JUBLFOOD,Food - Processing - MNC
CAMPUS ACTIVEWEAR LIMITED,CAMPUS,Footwear
REDTAPE LIMITED,REDTAPE,Footwear
Metro Brands Ltd,METROBRAND,Footwear
Vinny Overseas Ltd,VINNY,Garments & Apparels
Ethos Ltd,ETHOSLTD,"Gems, Jewellery And Watches"
"Manoj Vaibhav Gems ""N"" Jewellers Ltd",MVGJL,"Gems, Jewellery And Watches"
LA OPALA RG LTD.,LAOPALA,Glass & Glass Products
BOROSIL RENEWABLES LTD,BORORENEW,Glass & Glass Products
BOROSIL LTD,BOROLTD,Glass & Glass Products
ASAHI INDIA GLASS LTD.,ASAHIINDIA,Glass & Glass Products
VIJAYA DIAGNOSTIC CENTRE LIMITED,VIJAYA,HEALTHCARE SERVICE PROVIDERS
KRSNAA DIAGNOSTICS LTD,KRSNAA,Healthcare
INDRAPRASTHA MEDICAL CORP.LTD.,INDRAMEDCO,Healthcare
KRISHNA INSTITUTE OF MEDICAL SCIENCES LTD,KIMS,Healthcare
FORTIS HEALTHCARE LTD.,FORTIS,Healthcare
DR. LAL PATHLABS LTD,LALPATHLAB,Healthcare
NARAYANA HRUDAYALAYA LTD,NH,Healthcare
POLY MEDICURE LTD.,POLYMED,Healthcare
APOLLO HOSPITALS ENTERPRISE LTD.,APOLLOHOSP,Healthcare
LOTUS EYE HOSPITAL AND INSTITUTE LTD,LOTUSEYE,Healthcare
MAX HEALTHCARE INSTITUTE LTD,MAXHEALTH,Healthcare
Zydus Lifesciences Limited,ZYDUSLIFE,Healthcare
SHALBY LTD,SHALBY,Healthcare
METROPOLIS HEALTHCARE LTD,METROPOLIS,Healthcare
HEALTHCARE GLOBAL ENTERPRISES LTD,HCG,Healthcare
THYROCARE TECHNOLOGIES LTD,THYROCARE,Healthcare
RAINBOW CHILDRENS MEDICARE LIMITED,RAINBOW,Healthcare Facilities.
Tarsons Products Ltd,TARSONS,Healthcare Supplies.
Yatharth Hospital & Trauma Care Services Ltd,YATHARTH,Hospital
Global Health Ltd,MEDANTA,Hospitals
WESTLIFE DEVELOPMENT LTD.,WESTLIFE,Hotels
BURGER KING INDIA LTD,RBA,Hotels
BARBEQUE-NATION HOSPITALITY LTD,BARBEQUE,Hotels
DEVYANI INTERNATIONAL LTD,DEVYANI,Hotels
APOLLO SINDOORI,APOLSINHOT,Hotels
Elin Electronics Ltd,ELIN,Household Appliances
Cello World Ltd,CELLO,Houseware
Latent View Analytics Ltd,LATENTVIEW,IT Consulting & Software
RateGain Travel Technologies Ltd,RATEGAIN,IT Consulting & Software
Tata Technologies Ltd,TATATECH,IT Enabled Services
VL E-GOVERNANCE & IT SOLUTIONS LIMITED,VLEGOV,IT Enabled Services
eMudhra Ltd,EMUDHRA,IT Enabled Services
Syrma SGS Technology Ltd,SYRMA,Industrial Electronics
Tega Industries Ltd,TEGA,Industrial Machinery
Kaynes Technology India Ltd,KAYNES,Industrial Products
Uniparts India Ltd,UNIPARTS,Industrial Products
Cyient DLM Ltd,CYIENTDLM,Industrial Products
FSN E-Commerce Ventures Ltd,NYKAA,Internet & Catalogue Retail
BEML LAND ASSETS LIMITED,BLAL,Investment Company
NMDC Steel Ltd,NSLNISP,Iron & Steel
Ratnaveer Precision Engineering Ltd,RATNAVEER,Iron & Steel Products
Venus Pipes & Tubes Ltd,VENUSPIPES,Iron & Steel Products
Aeroflex Industries Ltd,AEROFLEX,Iron & Steel Products
IRM ENERGY LTD,IRMENERGY,LPG/CNG/PNG/LNG Supplier
MIRZA INTERNATIONAL LTD.,MIRZAINT,Leather / Leather Products
RELAXO FOOTWEARS LTD.,RELAXO,Leather / Leather Products
BATA INDIA LTD.,BATAINDIA,Leather / Leather Products
SREELEATHERS LTD.,SREEL,Leather / Leather Products
TVS Supply Chain Solutions Ltd,TVSSCS,Logistics Solution Provider
Gandhar Oil Refinery (India) Ltd,GANDHAR,Lubricants
HMA Agro Industries Ltd,HMAAGRO,Meat Products including Poultry
GRAVITA INDIA LTD.,GRAVITA,Mining / Minerals / Metals
COAL INDIA LTD.,COALINDIA,Mining / Minerals / Metals
ORISSA MINERALS DEVELOPMENT COMPANY LTD.,ORISSAMINE,Mining / Minerals / Metals
SARTHAK METALS LTD,SMLT,Mining / Minerals / Metals
MOIL LTD.,MOIL,Mining / Minerals / Metals
HINDUSTAN COPPER LTD.,HINDCOPPER,Mining / Minerals / Metals
SHYAM CENTURY FERROUS LTD,SHYAMCENT,Mining / Minerals / Metals
TINPLATE COMPANY OF INDIA LTD.,TINPLATE,Mining / Minerals / Metals
CUBEX TUBINGS LTD.,CUBEXTUB,Mining / Minerals / Metals
INDIAN METALS & FERRO ALLOYS LTD.,IMFA,Mining / Minerals / Metals
PRECISION WIRES INDIA LTD.,PRECWIRE,Mining / Minerals / Metals
MANAKSIA LTD.,MANAKSIA,Mining / Minerals / Metals
KIOCL LTD,KIOCL,Mining / Minerals / Metals
MAITHAN ALLOYS LTD.,MAITHANALL,Mining / Minerals / Metals
SANDUR MANGANESE & IRON ORES LTD.,SANDUMA,Mining / Minerals / Metals
SOUTH WEST PINN.,SOUTHWEST,Mining / Minerals / Metals
MADHAV COPPER,MCL,Mining / Minerals / Metals
GUJARAT MINERAL DEVELOPMENT CORPORATION LTD.,GMDCLTD,Mining / Minerals / Metals
NMDC LTD.,NMDC,Mining / Minerals / Metals
PIX TRANSMISSIONS LTD.,PIXTRANS,Miscellaneous
BOMBAY SUPER HYB,BSHSL,Miscellaneous
BANKA BIOLOO,BANKA,Miscellaneous
PETRONET LNG LTD.,PETRONET,Miscellaneous
NATH BIO-GENES (INDIA) LTD,NATHBIOGEN,Miscellaneous
NAVKAR CORPORATION LTD,NAVKARCORP,Miscellaneous
POKARNA LTD.,POKARNA,Miscellaneous
PTL ENTERPRISES LTD.,PTL,Miscellaneous
ORISSA BENGAL CARRIER LTD,OBCL,Miscellaneous
GAIL (INDIA) LTD.,GAIL,Miscellaneous
PATEL INTEGRATED LOGISTICS LTD.,PATINTLOG,Miscellaneous
GATEWAY DISTRIPARKS LTD.,GATEWAY,Miscellaneous
VIMTA LABS LTD.,VIMTALABS,Miscellaneous
VENKY'S (INDIA) LTD.,VENKEYS,Miscellaneous
AJOONI BIOTECH,AJOONI,Miscellaneous
GREENPANEL INDUSTRIES LTD,GREENPANEL,Miscellaneous
DEEP ENERGY RESOURCES LTD,DEEPENR,Miscellaneous
GREENLAM INDUSTRIES LTD,GREENLAM,Miscellaneous
TRANSPORT CORPORATION OF INDIA LTD.,TCI,Miscellaneous
AARVI ENCON,AARVI,Miscellaneous
CUPID LTD.,CUPID,Miscellaneous
AFFLE (INDIA) LTD,AFFLE,Miscellaneous
CENTURY PLYBOARDS (I) LTD.,CENTURYPLY,Miscellaneous
GUJARAT GAS LTD,GUJGASLTD,Miscellaneous
SUVIDHAA INFOSERVE LTD,SUVIDHAA,Miscellaneous
VERTOZ ADVERTIS.,VERTOZ,Miscellaneous
ALLCARGO LOGISTICS LTD.,ALLCARGO,Miscellaneous
GUJARAT STATE PETRONET LTD.,GSPL,Miscellaneous
SUN PHARMA ADVANCED RESEARCH COMPANY LTD.,SPARC,Miscellaneous
CRISIL LTD.,CRISIL,Miscellaneous
DEEP INDUSTRIES LTD,DEEPINDS,Miscellaneous
TOTAL TRANSPORT,TOTAL,Miscellaneous
GUJARAT PIPAVAV PORT LTD.,GPPL,Miscellaneous
STYLAM INDUSTRIES LIMITED,STYLAMIND,Miscellaneous
TOUCHWOOD ENTER.,TOUCHWOOD,Miscellaneous
CL EDUCATE LTD,CLEDUCATE,Miscellaneous
CONTAINER CORPORATION OF INDIA LTD.,CONCOR,Miscellaneous
KDDL LTD.,KDDL,Miscellaneous
MAHANAGAR GAS LTD,MGL,Miscellaneous
MADHAV MARBLES & GRANITES LTD.,MADHAV,Miscellaneous
DHRUV CONSULTANCY SERVICES LTD,DHRUV,Miscellaneous
COMPUTER AGE MANAGEMENT SERVICES LTD,CAMS,Miscellaneous
SIS LTD,SIS,Miscellaneous
TEAMLEASE SERVICES LTD,TEAMLEASE,Miscellaneous
CONFIDENCE PETROLEUM INDIA LTD.,CONFIPET,Miscellaneous
C D S L,CDSL,Miscellaneous
APCOTEX INDUSTRIES LTD.,APCOTEXIND,Miscellaneous
MATRIMONY.COM LTD,MATRIMONY,Miscellaneous
ADANI TOTAL GAS LTD,ATGL,Miscellaneous
ACE INTEGRATED,ACEINTEG,Miscellaneous
INDIAMART INTERMESH LTD,INDIAMART,Miscellaneous
INFO EDGE (INDIA) LTD.,NAUKRI,Miscellaneous
INDIAN ENERGY EXCHANGE LTD,IEX,Miscellaneous
DRC SYSTEMS INDIA LTD,DRCSYSTEMS,Miscellaneous
JUBILANT INGREVIA LTD,JUBLINGREA,Miscellaneous
JUST DIAL LTD.,JUSTDIAL,Miscellaneous
VRL LOGISTICS LTD,VRLLOG,Miscellaneous
KAVERI SEED COMPANY LTD.,KSCL,Miscellaneous
TREE HOUSE EDUCATION & ACCESSORIES LTD.,TREEHOUSE,Miscellaneous
MAHINDRA LOGISTICS LTD,MAHLOG,Miscellaneous
COCHIN SHIPYARD LTD,COCHINSHIP,Miscellaneous
SHREEOSWAL SEEDS,OSWALSEEDS,Miscellaneous
INDRAPRASTHA GAS LTD.,IGL,Miscellaneous
GLOBAL EDUCATION,GLOBAL,Miscellaneous
V.I.P.INDUSTRIES LTD.,VIPIND,Moulded Luggage
SAFARI INDUSTRIES (INDIA) LTD.,SAFARI,Moulded Luggage
JINDAL DRILLING & INDUSTRIES LTD.,JINDRILL,Oil Drilling / Allied Services
ALPHAGEO (INDIA) LTD.,ALPHAGEO,Oil Drilling / Allied Services
AAKASH EXPLOR.,AAKASH,Oil Drilling / Allied Services
ASIAN ENERGY SERVICES LTD,ASIANENE,Oil Drilling / Allied Services
Go Fashion (India) Ltd,GOCOLORS,Other Apparels & Accessories
Avalon Technologies Ltd,AVALON,Other Electrical Equipment
Rishabh Instruments Ltd,RISHABH,Other Electrical Equipment
Harsha Engineers International Ltd,HARSHA,Other Industrial Products
Inox Green Energy Services Ltd,INOXGREEN,Other Utilities
GARWARE HI-TECH FILMS LTD,GRWRHITECH,Packaging
SHREE RAMA MULTI-TECH LTD.,SHREERAMA,Packaging
EPL LTD,EPL,Packaging
POLYPLEX CORPORATION LTD.,POLYPLEX,Packaging
HUHTAMAKI INDIA LTD,HUHTAMAKI,Packaging
Pyramid Technoplast Ltd,PYRAMID,Packaging
TPL PLASTECH LTD.,TPLPLASTEH,Packaging
EVEREST KANTO CYLINDER LTD.,EKC,Packaging
Sah Polymers Ltd,SAH,Packaging
NAHAR POLYFILMS LTD.,NAHARPOLY,Packaging
ORICON ENTERPRISES LTD.,ORICONENT,Packaging
HITECH CORPORATION LTD,HITECHCORP,Packaging
CONTROL PRINT LTD.,CONTROLPR,Packaging
Bikaji Foods International Ltd,BIKAJI,Packaging Foods
INDIGO PAINTS LTD,INDIGOPNTS,Paints / Varnishes
ASIAN PAINTS LTD.,ASIANPAINT,Paints / Varnishes
KANSAI NEROLAC PAINTS LTD.,KANSAINER,Paints / Varnishes
SHALIMAR PAINTS LTD.,SHALPAINTS,Paints / Varnishes
BERGER PAINTS INDIA LTD.,BERGEPAINT,Paints / Varnishes
AKZO NOBEL INDIA LIMITED,AKZOINDIA,Paints / Varnishes
STAR PAPER MILLS LTD.,STARPAPER,Paper
PUDUMJEE PAPER PRODUCTS LTD,PDMJEPAPER,Paper
WEST COAST PAPER MILLS LTD.,WSTCSTPAPR,Paper
SESHASAYEE PAPER & BOARDS LTD.,SESHAPAPER,Paper
CENTURY TEXTILES & INDUSTRIES LTD.,CENTURYTEX,Paper
ANDHRA PAPER LTD,ANDHRAPAP,Paper
B&B TRIPLEWALL,BBTCL,Paper
WORTH PERIPHERAL,WORTH,Paper
SHREYANS INDUSTRIES LTD.,SHREYANIND,Paper
RUCHIRA PAPERS LTD.,RUCHIRA,Paper
PAKKA LIMITED,PAKKA,Paper & Paper Products
Honasa Consumer Ltd,HONASA,Personal Care
GODREJ CONSUMER PRODUCTS LTD.,GODREJCP,Personal Care - Indian
MARICO LTD.,MARICO,Personal Care - Indian
BAJAJ CONSUMER CARE LTD,BAJAJCON,Personal Care - Indian
EMAMI LTD.,EMAMILTD,Personal Care - Indian
JHS SVENDGAARD LABORATORIES LTD.,JHS,Personal Care - Indian
JYOTHY LABS LTD,JYOTHYLAB,Personal Care - Indian
DABUR INDIA LTD.,DABUR,Personal Care - Indian
GILLETTE INDIA LTD.,GILLETTE,Personal Care - Multinational
HINDUSTAN UNILEVER LTD.,HINDUNILVR,Personal Care - Multinational
COLGATE-PALMOLIVE (INDIA) LTD.,COLPAL,Personal Care - Multinational
PROCTER & GAMBLE HYGIENE & HEALTH CARE LTD.,PGHH,Personal Care - Multinational
Dreamfolks Services Limited,DREAMFOLKS,Personal Services
Dharmaj Crop Guard Ltd,DHARMAJ,Pesticides & Agrochemicals
SHIVALIK RASAYAN LTD,SHIVALIK,Pesticides / Agrochemicals - Indian
SHARDA CROPCHEM LTD,SHARDACROP,Pesticides / Agrochemicals - Indian
INSECTICIDES (INDIA) LTD.,INSECTICID,Pesticides / Agrochemicals - Indian
PI INDUSTRIES LTD,PIIND,Pesticides / Agrochemicals - Indian
BHAGIRADHA CHEMICALS & INDUSTRIES LTD.,BHAGCHEM,Pesticides / Agrochemicals - Indian
HERANBA INDUSTRIES LTD,HERANBA,Pesticides / Agrochemicals - Indian
INDIA PESTICIDES LTD,IPL,Pesticides / Agrochemicals - Indian
DHANUKA AGRITECH LTD.,DHANUKA,Pesticides / Agrochemicals - Indian
BHARAT RASAYAN LTD.,BHARATRAS,Pesticides / Agrochemicals - Indian
SUMITOMO CHEMICAL INDIA LTD,SUMICHEM,Pesticides / Agrochemicals - Indian
ASTEC LIFESCIENCES LIMITED,ASTEC,Pesticides / Agrochemicals - Indian
RALLIS INDIA LTD.,RALLIS,Pesticides / Agrochemicals - Indian
SIKKO INDUSTRIES,SIKKO,Pesticides / Agrochemicals - Indian
BAYER CROPSCIENCE LTD.,BAYERCROP,Pesticides / Agrochemicals - Multinational
AGARWAL INDUSTRIAL CORPORATION LTD.,AGARIND,Petrochemicals
SAVITA OIL TECHNOLOGIES LTD.,SOTL,Petrochemicals
PANAMA PETROCHEM LTD.,PANAMAPET,Petrochemicals
KOTHARI PETROCHEMICALS LTD.,KOTHARIPET,Petrochemicals
BHANSALI ENGINEERING POLYMERS LTD.,BEPL,Petrochemicals
MANALI PETROCHEMICAL LTD.,MANALIPETC,Petrochemicals
Blue Jet Healthcare Ltd,BLUEJET,Pharmaceuticals
Supriya Lifescience Ltd,SUPRIYA,Pharmaceuticals
Aarti Pharmalabs Ltd1,AARTIPHARM,Pharmaceuticals
Sigachi Industries Ltd,SIGACHI,Pharmaceuticals
Ami Organics Ltd,AMIORG,Pharmaceuticals
Mankind Pharma Ltd,MANKIND,Pharmaceuticals
Medico Remedies Ltd,MEDICO,Pharmaceuticals
PAR DRUGS & CHE.,PAR,Pharmaceuticals - Indian - Bulk Drugs
NEULAND LABORATORIES LTD.,NEULANDLAB,Pharmaceuticals - Indian - Bulk Drugs
NGL FINE-CHEM LTD.,NGLFINE,Pharmaceuticals - Indian - Bulk Drugs
GRANULES INDIA LTD.,GRANULES,Pharmaceuticals - Indian - Bulk Drugs
JUBILANT PHARMOVA LTD,JUBLPHARMA,Pharmaceuticals - Indian - Bulk Drugs
AARTI DRUGS LTD.,AARTIDRUGS,Pharmaceuticals - Indian - Bulk Drugs
SMS PHARMACEUTICALS LTD.,SMSPHARMA,Pharmaceuticals - Indian - Bulk Drugs
LUPIN LTD.,LUPIN,Pharmaceuticals - Indian - Bulk Drugs
SHILPA MEDICARE LTD.,SHILPAMED,Pharmaceuticals - Indian - Bulk Drugs
DIVI'S LABORATORIES LTD.,DIVISLAB,Pharmaceuticals - Indian - Bulk Drugs
HIKAL LTD.,HIKAL,Pharmaceuticals - Indian - Bulk Drugs
GLAND PHARMA LTD,GLAND,Pharmaceuticals - Indian - Bulk Drugs
SEQUENT SCIENTIFIC LTD.,SEQUENT,Pharmaceuticals - Indian - Bulk Drugs
MARKSANS PHARMA LTD.,MARKSANS,Pharmaceuticals - Indian - Bulk Drugs
J B CHEMICALS & PHARMACEUTICALS LTD.,JBCHEPHARM,Pharmaceuticals - Indian - Bulk Drugs & Formln
ANUPAM RASAYAN INDIA LTD,ANURAS,Pharmaceuticals - Indian - Bulk Drugs & Formln
MOREPEN LABORATORIES LTD.,MOREPENLAB,Pharmaceuticals - Indian - Bulk Drugs & Formln
LASA SUPERGENERICS LTD,LASA,Pharmaceuticals - Indian - Bulk Drugs & Formln
SAKAR HEALTHCARE,SAKAR,Pharmaceuticals - Indian - Bulk Drugs & Formln
ALEMBIC PHARMACEUTICALS LTD.,APLLTD,Pharmaceuticals - Indian - Bulk Drugs & Formln
UNICHEM LABORATORIES LTD.,UNICHEMLAB,Pharmaceuticals - Indian - Bulk Drugs & Formln
CIPLA LTD.,CIPLA,Pharmaceuticals - Indian - Bulk Drugs & Formln
SYNGENE INTERNATIONAL LTD,SYNGENE,Pharmaceuticals - Indian - Bulk Drugs & Formln
ALEMBIC LTD.,ALEMBICLTD,Pharmaceuticals - Indian - Bulk Drugs & Formln
BIOCON LTD.,BIOCON,Pharmaceuticals - Indian - Bulk Drugs & Formln
RPG LIFE SCIENCES LTD.,RPGLIFE,Pharmaceuticals - Indian - Bulk Drugs & Formln
IPCA LABORATORIES LTD.,IPCALAB,Pharmaceuticals - Indian - Bulk Drugs & Formln
DR.REDDY'S LABORATORIES LTD.,DRREDDY,Pharmaceuticals - Indian - Bulk Drugs & Formln
LYKA LABS LTD.,LYKALABS,Pharmaceuticals - Indian - Bulk Drugs & Formln
SOLARA ACTIVE PHARMA SCIENCES LTD,SOLARA,Pharmaceuticals - Indian - Bulk Drugs & Formln
SUVEN PHARMACEUTICALS LTD,SUVENPHAR,Pharmaceuticals - Indian - Bulk Drugs & Formln
NATCO PHARMA LTD.,NATCOPHARM,Pharmaceuticals - Indian - Bulk Drugs & Formln
JAGSONPAL PHARMACEUTICALS LTD.,JAGSNPHARM,Pharmaceuticals - Indian - Bulk Drugs & Formln
PANACEA BIOTEC LTD.,PANACEABIO,Pharmaceuticals - Indian - Bulk Drugs & Formln
TORRENT PHARMACEUTICALS LTD.,TORNTPHARM,Pharmaceuticals - Indian - Bulk Drugs & Formln
INDOCO REMEDIES LTD.,INDOCO,Pharmaceuticals - Indian - Bulk Drugs & Formln
BROOKS LABORATORIES LTD.,BROOKS,Pharmaceuticals - Indian - Bulk Drugs & Formln
KOPRAN LTD.,KOPRAN,Pharmaceuticals - Indian - Bulk Drugs & Formln
ZOTA HEALTH CARE,ZOTA,Pharmaceuticals - Indian - Bulk Drugs & Formln
AUROBINDO PHARMA LTD.,AUROPHARMA,Pharmaceuticals - Indian - Bulk Drugs & Formln
GUFIC BIOSCIENCES LTD.,GUFICBIO,Pharmaceuticals - Indian - Bulk Drugs & Formln
FDC LTD.,FDC,Pharmaceuticals - Indian - Bulk Drugs & Formln
IOL CHEMICALS & PHARMACEUTICALS LTD.,IOLCP,Pharmaceuticals - Indian - Bulk Drugs & Formln
THEMIS MEDICARE LTD.,THEMISMED,Pharmaceuticals - Indian - Bulk Drugs & Formln
ORTIN LABORATORIES LTD,ORTINLAB,Pharmaceuticals - Indian - Bulk Drugs & Formln
GLENMARK PHARMACEUTICALS LTD.,GLENMARK,Pharmaceuticals - Indian - Bulk Drugs & Formln
GLENMARK LIFE SCIENCES LTD,GLS,Pharmaceuticals - Indian - Bulk Drugs & Formln
ALKEM LABORATORIES LTD,ALKEM,Pharmaceuticals - Indian - Bulk Drugs & Formln
MEDICAMEN BIOTECH LTD.,MEDICAMEQ,Pharmaceuticals - Indian - Formulations
HESTER BIOSCIENCES LTD.,HESTERBIO,Pharmaceuticals - Indian - Formulations
AMRUTANJAN HEALTH CARE LTD.,AMRUTANJAN,Pharmaceuticals - Indian - Formulations
WINDLAS BIOTECH LTD,WINDLAS,Pharmaceuticals - Indian - Formulations
ALPA LABORATORIES LTD.,ALPA,Pharmaceuticals - Indian - Formulations
BIOFIL CHEMICALS & PHARMACEUTICALS LTD.,BIOFILCHEM,Pharmaceuticals - Indian - Formulations
LAURUS LABS LTD,LAURUSLABS,Pharmaceuticals - Indian - Formulations
SYNCOM FORMULATIONS (INDIA) LTD.,SYNCOMF,Pharmaceuticals - Indian - Formulations
m,KILITCH,Pharmaceuticals - Indian - Formulations
ARVEE LABORAT.,ARVEE,Pharmaceuticals - Indian - Formulations
BLISS GVS PHARMA LTD.,BLISSGVS,Pharmaceuticals - Indian - Formulations
AJANTA PHARMA LTD.,AJANTPHARM,Pharmaceuticals - Indian - Formulations
LINCOLN PHARMACEUTICALS LTD.,LINCOLN,Pharmaceuticals - Indian - Formulations
CAPLIN POINT LABORATORIES LTD.,CAPLIPOINT,Pharmaceuticals - Indian - Formulations
ZIM LABORATORIES LTD,ZIMLAB,Pharmaceuticals - Indian - Formulations
BAFNA PHARMACEUTICALS LTD.,BAFNAPH,Pharmaceuticals - Indian - Formulations
VENUS REMEDIES LTD.,VENUSREM,Pharmaceuticals - Indian - Formulations
ALBERT DAVID LTD.,ALBERTDAVD,Pharmaceuticals - Indian - Formulations
ERIS LIFESCIENCES LTD,ERIS,Pharmaceuticals - Indian - Formulations
ABBOTT INDIA LTD.,ABBOTINDIA,Pharmaceuticals - Multinational
GLAXOSMITHKLINE PHARMACEUTICALS LTD.,GLAXO,Pharmaceuticals - Multinational
SANOFI INDIA LTD,SANOFI,Pharmaceuticals - Multinational
PFIZER LTD.,PFIZER,Pharmaceuticals - Multinational
ASTRAZENECA PHARMA INDIA LTD.,ASTRAZEN,Pharmaceuticals - Multinational
PROCTER & GAMBLE HEALTH LTD,PGHL,Pharmaceuticals - Multinational
UNIVERSUS PHOTO IMAGINGS LTD,UNIVPHOTO,Photographic And Allied Products
AVRO INDIA,AVROIND,Plastics Products
MOLD-TEK PACKAGING LIMITED,MOLDTKPAC,Plastics Products
VIKAS ECOTECH LTD,VIKASECO,Plastics Products
PRINCE PIPES AND FITTINGS LTD,PRINCEPIPE,Plastics Products
APOLLO PIPES LTD,APOLLOPIPE,Plastics Products
PRAKASH PIPES LTD,PPL,Plastics Products
SHAILY ENGINEERING PLASTICS LTD.,SHAILY,Plastics Products
PEARL POLYMERS LTD.,PEARLPOLY,Plastics Products
KINGFA SCIENCE & TECHNOLOGY (INDIA) LTD,KINGFA,Plastics Products
ARROW GREENTECH LTD,ARROWGREEN,Plastics Products
ASTRAL LTD,ASTRAL,Plastics Products
NILKAMAL LTD.,NILKAMAL,Plastics Products
RESPONSIVE INDUSTRIES LTD.,RESPONIND,Plastics Products
TEXMO PIPES & PRODUCTS LTD.,TEXMOPIPES,Plastics Products
FINOLEX INDUSTRIES LTD.,FINPIPE,Plastics Products
SUPREME INDUSTRIES LTD.,SUPREMEIND,Plastics Products
XPRO INDIA LTD.,XPROINDIA,Plastics Products
JAI CORP LTD.,JAICORPLTD,Plastics Products
TOKYO PLAST INTERNATIONAL LTD.,TOKYOPLAST,Plastics Products
MAYUR UNIQUOTERS LTD.,MAYURUNIQ,Plastics Products
KRITI INDUSTRIES (INDIA) LTD.,KRITI,Plastics Products
PREMIER POLYFILM LTD.,PREMIERPOL,Plastics Products
MAHINDRA EPC IRRIGATION LTD,MAHEPC,Plastics Products
JSW Infrastructure Ltd,JSWINFRA,Port & Port services
INDOWIND ENERGY LTD.,INDOWIND,Power Generation And Supply
